,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
20,22201175,1610612743,DEN,Denver,202704,Reggie Jackson,Reggie,,,7:08,1,2,0.5,1,1,1,0,0,0,0,1,1,0,0,0,1,1,3,-9
21,22201175,1610612743,DEN,Denver,1628427,Vlatko Cancar,Vlatko,,,3:24,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,-5
22,22201175,1610612743,DEN,Denver,1631212,Peyton Watson,Peyton,,,20:27,4,6,0.667,0,0,0,0,0,0,3,2,5,0,0,3,0,2,8,3
23,22201175,1610612743,DEN,Denver,1628418,Thomas Bryant,Thomas,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
24,22201175,1610612743,DEN,Denver,201599,DeAndre Jordan,DeAndre,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
25,22201175,1610612743,DEN,Denver,202397,Ish Smith,Ish,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
26,22201175,1610612743,DEN,Denver,1631298,Jack White,Jack,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
0,22201171,1610612747,LAL,Los Angeles,1629020,Jarred Vanderbilt,Jarred,F,,15:25,1,2,0.5,0,0,0,0,0,0,0,4,4,1,1,0,0,0,2,4
1,22201171,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,F,,29:21:00,8,18,0.444,1,7,0.143,1,1,1,2,8,10,11,0,1,1,1,18,23
2,22201171,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,C,,30:27:00,15,20,0.75,0,0,0,10,12,0.833,4,5,9,1,0,2,0,0,40,2
3,22201171,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,G,,32:44:00,4,7,0.571,1,2,0.5,9,10,0.9,0,1,1,8,0,0,2,2,18,15
4,22201171,1610612747,LAL,Los Angeles,1626156,D'Angelo Russell,D'Angelo,G,,14:40,2,4,0.5,2,4,0.5,0,1,0,0,3,3,4,0,0,0,0,6,2
5,22201171,1610612747,LAL,Los Angeles,1627736,Malik Beasley,Malik,,,23:10,5,14,0.357,3,11,0.273,0,0,0,0,1,1,0,0,0,0,1,13,16
6,22201171,1610612747,LAL,Los Angeles,1628972,Troy Brown Jr.,Troy,,,25:36:00,3,3,1,1,1,1,0,0,0,1,1,2,2,2,1,0,0,7,8
7,22201171,1610612747,LAL,Los Angeles,1629060,Rui Hachimura,Rui,,,24:57:00,10,14,0.714,0,1,0,0,2,0,2,10,12,1,0,3,1,2,20,22
8,22201171,1610612747,LAL,Los Angeles,203471,Dennis Schroder,Dennis,,,17:45,0,3,0,0,2,0,1,2,0.5,0,3,3,3,0,0,0,1,1,13
9,22201171,1610612747,LAL,Los Angeles,1629117,Wenyen Gabriel,Wenyen,,,14:21,1,3,0.333,0,1,0,0,0,0,2,1,3,0,0,1,1,1,2,14
10,22201171,1610612747,LAL,Los Angeles,1629022,Lonnie Walker IV,Lonnie,,,3:53,2,3,0.667,1,1,1,0,0,0,0,1,1,1,0,0,0,1,5,2
11,22201171,1610612747,LAL,Los Angeles,1628432,Davon Reed,Davon,,,3:53,1,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,2
12,22201171,1610612747,LAL,Los Angeles,1631108,Max Christie,Max,,,3:48,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2
13,22201171,1610612745,HOU,Houston,1630231,Kenyon Martin Jr.,Kenyon,F,,28:19:00,5,8,0.625,1,2,0.5,0,0,0,3,2,5,1,0,0,1,1,11,-16
14,22201171,1610612745,HOU,Houston,1631095,Jabari Smith Jr.,Jabari,F,,33:05:00,6,12,0.5,2,4,0.5,0,0,0,1,5,6,1,0,1,0,4,14,-12
15,22201171,1610612745,HOU,Houston,1630578,Alperen Sengun,Alperen,C,,38:24:00,9,17,0.529,0,1,0,0,2,0,5,10,15,5,2,3,2,3,18,-5
16,22201171,1610612745,HOU,Houston,1630224,Jalen Green,Jalen,G,,40:19:00,7,21,0.333,2,7,0.286,8,8,1,1,2,3,7,0,0,2,3,24,-17
17,22201171,1610612745,HOU,Houston,1629645,Kevin Porter Jr.,Kevin,G,,36:32:00,7,16,0.438,6,10,0.6,0,0,0,0,3,3,2,1,0,2,2,20,-17
18,22201171,1610612745,HOU,Houston,1631106,Tari Eason,Tari,,,25:01:00,4,14,0.286,1,5,0.2,0,0,0,5,3,8,2,1,0,0,2,9,-23
19,22201171,1610612745,HOU,Houston,1630586,Usman Garuba,Usman,,,2:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
20,22201171,1610612745,HOU,Houston,1630528,Josh Christopher,Josh,,,16:35,4,8,0.5,1,2,0.5,0,0,0,0,1,1,2,0,0,0,2,9,-17
21,22201171,1610612745,HOU,Houston,1630227,Daishen Nix,Daishen,,,11:28,0,4,0,0,3,0,0,0,0,0,1,1,2,0,0,0,1,0,-8
22,22201171,1610612745,HOU,Houston,1626163,Frank Kaminsky,Frank,,,3:53,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,-2
23,22201171,1610612745,HOU,Houston,1626246,Boban Marjanovic,Boban,,,3:53,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,-2
